"WY","Month","Count_Sal","Sal_surf_mean","Sal_surf_sd","Date_median_sal","Sal_min","Sal_max","Survey_mostcommon_sal","Date_median","FirstFlush_firstDate","FirstFlush_medianDate","FirstFlushOccurred","Year","SAC","SJR","TOT","YOLO","EXPORTS","OUT","X2","mean_OMR","DateMonth","SAC_1","SJR_1","TOT_1","YOLO_1","EXPORTS_1","OUT_1","X2_1","Secchi_South","Secchi_West"
1983,11,58,0.606088364817973,1.06191100336624,"1982-11-11",0.0691993683576584,4.25975942611694,"FMWT",1982-11-11,1982-11-03,1983-02-07,"Yes",1982,31523.3333333333,6974.33333333333,42768.5333333333,452.8,6072.76666666667,39152.3333333333,64.7999767746667,-5101.17945124681,1982-11-01,19229.0322580645,8179.35483870968,28817.1612903226,17.1290322580645,5295.03225806452,22975.3870967742,66.8826108745161,61.9655172413793,33.2753623188406
1983,12,70,0.387950273390327,0.821568305287873,"1982-12-09",0.0888520404696465,4.50882291793823,"FMWT",1982-12-09,1982-11-03,1983-02-07,"Yes",1982,57706.4516129032,16493.5483870968,95522.7096774193,12297.5161290323,8428.45161290323,88908,57.0542632064516,-4570.19882560829,1982-12-01,31523.3333333333,6974.33333333333,42768.5333333333,452.8,6072.76666666667,39152.3333333333,64.7999767746667,37.5,28.969696969697
1984,1,3,2.16918230056763,1.80037183195295,"1984-01-10",0.0902919769287109,3.20862746238708,"Bay Study",1984-01-10,1983-11-12,1984-01-16,"Yes",1984,56803.2258064516,25729.0322580645,103430.64516129,16699.7419354839,1720.03225806452,100905.806451613,47.1176361574194,-7846.23781125271,1984-01-01,74512.9032258065,19125.8064516129,154696.483870968,51892.2580645161,2142.1935483871,154586.870967742,50.4754610045161,43.7272727272727,33.25
1984,2,5,5.92668652534485,5.29643175696375,"1984-02-07",0.108561977744102,9.79464435577393,"Bay Study",1984-02-07,1983-11-12,1984-01-16,"Yes",1984,32372.4137931034,10833.1034482759,46831.275862069,1300.8275862069,5767.37931034483,41515.4482758621,56.1896705651724,-5101.17945124681,1984-02-01,56803.2258064516,25729.0322580645,103430.64516129,16699.7419354839,1720.03225806452,100905.806451613,47.1176361574194,78.8181818181818,37.53125
1984,3,15,8.42430769155423,6.0887282320746,"1984-03-06",0.095094159245491,12.8287487030029,"Bay Study",1984-03-06,1983-11-12,1984-01-16,"Yes",1984,31425.8064516129,7501.61290322581,42147.4838709677,1080.25806451613,6929.70967741936,34915.5161290323,60.3784977296774,-4570.19882560829,1984-03-01,32372.4137931034,10833.1034482759,46831.275862069,1300.8275862069,5767.37931034483,41515.4482758621,56.1896705651724,68.6363636363636,41.2962962962963
1984,4,25,0.306760219335556,0.658115336295469,"1984-04-02",0.0893319770693779,2.49214196205139,"Bay Study",1984-04-02,1983-11-12,1984-01-16,"Yes",1984,17933.3333333333,4285,23780.4333333333,332.8,7779.13333333333,14637.1333333333,66.439203897,-7905.79190844538,1984-04-01,31425.8064516129,7501.61290322581,42147.4838709677,1080.25806451613,6929.70967741936,34915.5161290323,60.3784977296774,69.3636363636364,50.6458332973222
1984,11,95,0.238885593335879,0.185337182899603,"1983-11-09",0.0893319770693779,1.33468163013458,"FMWT",1983-11-09,1983-11-12,1984-01-16,"No",1983,48820,10876.3333333333,71674.5333333333,5985.4,1754.33333333333,74137.1333333333,60.3115402563333,-5101.17945124681,1983-11-01,21148.3870967742,13322.5806451613,36150.4516129032,188.225806451613,2506.22580645161,32282.6451612903,62.8524559190323,60.2083333333333,49.3333333333333
1984,12,17,0.40705405088032,0.551187053081648,"1983-12-06",0.0754262953996658,2.11239862442017,"FMWT",1983-12-06,1983-11-12,1984-01-16,"Yes",1983,74512.9032258065,19125.8064516129,154696.483870968,51892.2580645161,2142.1935483871,154586.870967742,50.4754610045161,-4570.19882560829,1983-12-01,48820,10876.3333333333,71674.5333333333,5985.4,1754.33333333333,74137.1333333333,60.3115402563333,54,34.5957446808511
1985,1,6,0.254312497874101,0.274146956780269,"1985-01-10",0.142392471432686,0.813912630081177,"Bay Study",1985-01-10,1984-11-15,1984-12-07,"Yes",1985,16790.3225806452,4070.32258064516,21381.1290322581,48.4838709677419,5835.25806451613,15120.2258064516,68.44782162,-7846.23781125271,1985-01-01,32558.064516129,4774.83870967742,39733.3870967742,1131.35483870968,8464.51612903226,31066.3225806452,64.2851875896774,81,57.5714285714286
1985,2,7,0.45058197421687,0.511901058013338,"1985-02-05",0.166220337152481,1.44367599487305,"Bay Study",1985-02-05,1984-11-15,1984-12-07,"Yes",1985,18271.4285714286,3242.5,22682.7857142857,156.785714285714,7614.46428571429,15589.9285714286,71.7629455539286,-5101.17945124681,1985-02-01,16790.3225806452,4070.32258064516,21381.1290322581,48.4838709677419,5835.25806451613,15120.2258064516,68.44782162,75.3333333333333,48.6333333333333
1985,3,2,0.635826446115971,0.705362101855727,"1985-03-04",0.13706012070179,1.13459277153015,"Bay Study",1985-03-04,1984-11-15,1984-12-07,"Yes",1985,14309.6774193548,2742.58064516129,18008.3870967742,4.61290322580645,8638.58064516129,10409.8064516129,75.8094290009677,-4570.19882560829,1985-03-01,18271.4285714286,3242.5,22682.7857142857,156.785714285714,7614.46428571429,15589.9285714286,71.7629455539286,86.6,36.9032258064516
1985,11,6,3.34170337518056,2.8018947787187,"1984-11-05",0.335133492946625,5.85058450698853,"Bay Study",1984-11-05,1984-11-15,1984-12-07,"No",1984,26280,2865,31818.5666666667,1489.13333333333,7996.26666666667,25952.7333333333,72.4522085633333,-5101.17945124681,1984-11-01,13235.4838709677,4029.35483870968,18056.6451612903,19.5483870967742,5622.03225806452,11899.3225806452,74.3578737393548,70.3571428571429,40.8793103448276
1985,12,29,0.398930768257585,0.436578860873415,"1984-12-06",0.0888520404696465,1.7683082818985,"FMWT",1984-12-06,1984-11-15,1984-12-07,"Yes",1984,32558.064516129,4774.83870967742,39733.3870967742,1131.35483870968,8464.51612903226,31066.3225806452,64.2851875896774,-4570.19882560829,1984-12-01,26280,2865,31818.5666666667,1489.13333333333,7996.26666666667,25952.7333333333,72.4522085633333,50.5625,33.1063829787234
1986,1,1,1.92386293411255,NA,"1986-01-06",1.92386293411255,1.92386293411255,"Bay Study",1986-01-06,1985-12-04,1986-03-04,"Yes",1986,19964.5161290323,2059.67741935484,23316.2903225806,142.387096774194,9070.54838709677,15208.8387096774,80.8235369706452,-7846.23781125271,1986-01-01,16106.4516129032,2205.16129032258,19091.2903225806,181.774193548387,9858.61290322581,9430.16129032258,81.8707942596774,80.9090909090909,55.8947368421053
1986,2,4,0.977282375097275,0.462953349670557,"1986-02-03",0.576353013515472,1.37821173667908,"Bay Study",1986-02-03,1985-12-04,1986-03-04,"Yes",1986,68892.8571428571,8743.57142857143,207820.035714286,115390.928571429,6074,205414.107142857,61.9742646360714,-5101.17945124681,1986-02-01,19964.5161290323,2059.67741935484,23316.2903225806,142.387096774194,9070.54838709677,15208.8387096774,80.8235369706452,61,27.741935483871
1986,3,15,0.136301239331563,0.171203740084322,"1986-03-03",0.0462118349969387,0.554156839847565,"Bay Study",1986-03-03,1985-12-04,1986-03-04,"Yes",1986,74983.8709677419,25035.4838709677,168596.290322581,58664.4193548387,3199.12903225806,169447.483870968,45.8980756845161,-4570.19882560829,1986-03-01,68892.8571428571,8743.57142857143,207820.035714286,115390.928571429,6074,205414.107142857,61.9742646360714,41.1818181818182,21.0789473684211
1986,11,20,1.33048657551408,0.357300223128247,"1985-11-08",0.110007002949715,1.70855629444122,"FMWT",1985-11-08,1985-12-04,1986-03-04,"No",1985,10417.6666666667,1929,12680.7333333333,24.9666666666667,7330.43333333333,6889.7,89.981530705,-5101.17945124681,1985-11-01,9710.64516129032,2071.93548387097,12011.9677419355,20,7715.77419354839,3365.54838709677,92.0595459512903,95.7647058823529,75.2352941176471
1986,12,30,2.13307077735662,1.1277913253865,"1985-12-03",0.128347620368004,2.8515477180481,"Bay Study",1985-12-03,1985-12-04,1986-03-04,"No",1985,16106.4516129032,2205.16129032258,19091.2903225806,181.774193548387,9858.61290322581,9430.16129032258,81.8707942596774,-4570.19882560829,1985-12-01,10417.6666666667,1929,12680.7333333333,24.9666666666667,7330.43333333333,6889.7,89.981530705,76,52.28
1987,1,6,0.523366282383601,0.294169778675764,"1987-01-05",0.403271973133087,1.12383782863617,"Bay Study",1987-01-05,1987-02-15,1987-03-15,"No",1987,13170.9677419355,2305.16129032258,15984.9032258065,25,6251.90322580645,10818.1612903226,77.3944753445161,-7846.23781125271,1987-01-01,13109.6774193548,3706.12903225806,17406.1612903226,25,7260.06451612903,8986.35483870968,78.8341850625806,80,38.875
1987,3,3,1.61369180679321,0,"1987-03-02",1.61369180679321,1.61369180679321,"Bay Study",1987-03-02,1987-02-15,1987-03-15,"Yes",1987,21577.4193548387,3414.51612903226,26321.6774193548,219.258064516129,5600.22580645161,22915.9677419355,71.6922064948387,-4570.19882560829,1987-03-01,17403.5714285714,2136.07142857143,20150.2857142857,30.6428571428571,6845.35714285714,16859.1428571429,74.1258912478571,66.5,32.5333333333333
1987,4,1,1.13997256755829,NA,"1987-04-06",1.13997256755829,1.13997256755829,"Bay Study",1987-04-06,1987-02-15,1987-03-15,"Yes",1987,11826.3333333333,2867,15165.8666666667,45.7666666666667,7100.4,6212.23333333333,76.4958668633333,-7905.79190844538,1987-04-01,21577.4193548387,3414.51612903226,26321.6774193548,219.258064516129,5600.22580645161,22915.9677419355,71.6922064948387,66.9166666666667,28.826315893625
1987,11,35,3.71908894223826,2.05361222953069,"1986-11-05",0.172562405467033,6.59881210327148,"FMWT",1986-11-05,1987-02-15,1987-03-15,"No",1986,12680,2841.66666666667,16283.7,24.9666666666667,6860.33333333333,7731.66666666667,78.1794498906667,-5101.17945124681,1986-11-01,15445.1612903226,3741.29032258065,20058.064516129,20,7585.12903225806,10608.4193548387,75.8855702719355,63.0714285714286,36.2131147540984
1987,12,70,3.48983876492296,2.55015128437883,"1986-12-04",0.143362641334534,8.92996788024902,"FMWT",1986-12-04,1987-02-15,1987-03-15,"No",1986,13109.6774193548,3706.12903225806,17406.1612903226,25,7260.06451612903,8986.35483870968,78.8341850625806,-4570.19882560829,1986-12-01,12680,2841.66666666667,16283.7,24.9666666666667,6860.33333333333,7731.66666666667,78.1794498906667,67.3333333333333,43.4126984126984
1988,2,3,0.257910594344139,0.0151729031905947,"1988-02-01",0.240390434861183,0.266670674085617,"Bay Study",1988-02-01,1987-12-12,1988-01-13,"Yes",1988,12187.9310344828,1388.96551724138,13762.6551724138,16.0689655172414,10028.3793103448,3062.1724137931,86.7997885489655,-7949.91103970624,1988-02-01,25400,1482.58064516129,28788.6129032258,1570.70967741935,10419.8387096774,19590.7096774194,75.8569798835484,75.5833333333333,31.1785714285714
1988,3,1,9.41335391998291,NA,"1988-03-07",9.41335391998291,9.41335391998291,"Bay Study",1988-03-07,1987-12-12,1988-01-13,"Yes",1988,11348.3870967742,2240.64516129032,13880,25.9354838709677,8502.06451612903,4480.64516129032,94.2550215964516,-6539.03225806452,1988-03-01,12187.9310344828,1388.96551724138,13762.6551724138,16.0689655172414,10028.3793103448,3062.1724137931,86.7997885489655,75,31.9666666666667
1988,11,83,1.64025975099529,1.11058669221412,"1987-11-16",0.235939905047417,4.75961923599243,"FMWT",1987-11-16,1987-12-12,1988-01-13,"No",1987,8129.33333333333,1548,9814.73333333333,24.9666666666667,5460,4291.03333333333,89.4031261546667,-4603.33333333333,1987-11-01,9509.03225806452,1369.67741935484,11024.7741935484,20.0322580645161,5935.29032258064,3761.25806451613,91.8251334154839,88.8181818181818,60.1492537313433
1988,12,58,1.63993360680239,1.90455515641333,"1987-12-11",0.0926925912499428,8.96216011047363,"FMWT",1987-12-11,1987-12-12,1988-01-13,"No",1987,15743.8709677419,1278.06451612903,17201.5483870968,25,8986.25806451613,9454.09677419355,82.3597563180645,-7204.83870967742,1987-12-01,8129.33333333333,1548,9814.73333333333,24.9666666666667,5460,4291.03333333333,89.4031261546667,64.8461538461538,51.4918032786885
1989,1,1,2.24335169792175,NA,"1989-01-05",2.24335169792175,2.24335169792175,"Bay Study",1989-01-05,1989-03-05,1989-03-23,"No",1989,12825.1612903226,1255.16129032258,14236.2580645161,25,10225.3548387097,3653.22580645161,90.1293266541935,-8186.92865203915,1989-01-01,12387.7419354839,1371.93548387097,13886.3548387097,25,7211.74193548387,7230.93548387097,86.0549456187097,72,35.7142857142857
1989,2,1,3.28389954566956,NA,"1989-02-01",3.28389954566956,3.28389954566956,"Bay Study",1989-02-01,1989-03-05,1989-03-23,"No",1989,12057.1428571429,1233.92857142857,13511.3214285714,16.0714285714286,8227.96428571429,6378.53571428571,94.9332723971429,-6266.67857142857,1989-02-01,12825.1612903226,1255.16129032258,14236.2580645161,25,10225.3548387097,3653.22580645161,90.1293266541935,103.166666666667,41.0384615384615
1989,11,22,2.30210626125336,0.992312739838743,"1988-11-15",0.808642983436584,3.41274929046631,"FMWT",1988-11-15,1989-03-05,1989-03-23,"No",1988,11355.6666666667,1274.33333333333,12738.5333333333,24.9666666666667,6128.13333333333,6619.3,89.2359634173333,-5101.17945124681,1988-11-01,9314.1935483871,1126.58064516129,10518.8387096774,20.0322580645161,5716.06451612903,3141.64516129032,93.5275098680645,92.3571428571429,48.5409836065574
1989,12,19,1.01907354122714,1.12608671948194,"1988-12-13",0.287580460309982,5.40673589706421,"FMWT",1988-12-13,1989-03-05,1989-03-23,"No",1988,12387.7419354839,1371.93548387097,13886.3548387097,25,7211.74193548387,7230.93548387097,86.0549456187097,-4570.19882560829,1988-12-01,11355.6666666667,1274.33333333333,12738.5333333333,24.9666666666667,6128.13333333333,6619.3,89.2359634173333,85.9090909090909,45
1990,3,2,2.75149291753769,1.19958874423258,"1990-03-05",1.90325558185577,3.5997302532196,"Bay Study",1990-03-05,1990-01-15,1990-01-17,"Yes",1990,12867.7419354839,1760.32258064516,15136.2580645161,25.9032258064516,10651.3548387097,3813.12903225806,87.7814993754839,-8591.56275170938,1990-03-01,13803.5714285714,1365.35714285714,15474.3928571429,20.2857142857143,10580.5357142857,6787.57142857143,84.1999650028571,89.8333333333333,31.5806451612903
1990,11,136,1.7547004561433,0.89985118206241,"1989-11-13",0.0816568657755852,3.44880294799805,"FMWT",1989-11-13,1990-01-15,1990-01-17,"No",1989,14830,1404.33333333333,16503.4,24.9333333333333,10403.9,5477.8,88.4839194233333,-9460.66666666667,1989-11-01,14274.1935483871,1400.96774193548,15802.4838709677,16.9354838709677,10566.8709677419,4925.8064516129,95.1064947629032,84.8214285714286,54.8636363636364
1990,12,39,2.71879226580644,2.91334091536133,"1989-12-11",0.399723678827286,12.9740209579468,"FMWT",1989-12-11,1990-01-15,1990-01-17,"No",1989,15396.7741935484,1381.29032258065,16944.9677419355,25,10465.1612903226,4399.16129032258,85.3844555545161,-8573.3562786457,1989-12-01,14830,1404.33333333333,16503.4,24.9333333333333,10403.9,5477.8,88.4839194233333,108.925925925926,59.52
1991,1,153,1.84735923518542,2.84435892360874,"1991-01-09",0.0974967032670975,12.6614379882812,"FMWT",1991-01-09,1991-03-06,1991-03-22,"No",1991,8983.87096774194,816.290322580645,9894.32258064516,25,4952.16129032258,3972.93548387097,86.0875345254839,-3772.27798911923,1991-01-01,10818.3870967742,918.41935483871,11826.3225806452,25,5246.58064516129,6383.45161290323,84.2606827716129,100.714285714286,58.3538461538462
1991,2,42,3.64023892989471,3.48777499148868,"1991-02-06",0.116273604333401,10.7945547103882,"FMWT",1991-02-06,1991-03-06,1991-03-22,"No",1991,8133.21428571429,757.857142857143,8993.21428571429,16.0714285714286,4579.92857142857,7361.46428571429,84.8795022485714,-4005.75,1991-02-01,8983.87096774194,816.290322580645,9894.32258064516,25,4952.16129032258,3972.93548387097,86.0875345254839,92.1351351351351,47.3684210526316
1991,3,39,1.66350329992099,3.02018063145149,"1991-03-07",0.106154508888721,9.7030029296875,"FMWT",1991-03-07,1991-03-06,1991-03-22,"Yes",1991,25754.8387096774,1778.90322580645,29651.9032258065,892.806451612903,9809.77419354839,24579.3870967742,77.4136036683871,-7474.38709677419,1991-03-01,8133.21428571429,757.857142857143,8993.21428571429,16.0714285714286,4579.92857142857,7361.46428571429,84.8795022485714,58.625,34.1780821917808
1991,4,1,0.367862343788147,NA,"1991-04-04",0.367862343788147,0.367862343788147,"Bay Study",1991-04-04,1991-03-06,1991-03-22,"Yes",1991,10879,1168.16666666667,12602.2666666667,45.7,7584.53333333333,3763.86666666667,86.1386909186667,-6458,1991-04-01,25754.8387096774,1778.90322580645,29651.9032258065,892.806451612903,9809.77419354839,24579.3870967742,77.4136036683871,53,32.7215188907672
1991,11,136,1.45570683473831,1.07516437714524,"1990-11-09",0.117720879614353,5.34099245071411,"FMWT",1990-11-09,1991-03-06,1991-03-22,"No",1990,7722.66666666667,1115.33333333333,9065.23333333333,25.5666666666667,3919.9,4494.93333333333,89.0235217016667,-3316.90292617054,1990-11-01,7620.32258064516,993.193548387097,8863.06451612903,15,3641.51612903226,3405.09677419355,94.0885042532258,96.4137931034483,51.3333333333333
1991,12,15,4.04780467748642,3.97784024561427,"1990-12-10",0.57583624124527,11.1363735198975,"FMWT",1990-12-10,1991-03-06,1991-03-22,"No",1990,10818.3870967742,918.41935483871,11826.3225806452,25,5246.58064516129,6383.45161290323,84.2606827716129,-4039.10233821866,1990-12-01,7722.66666666667,1115.33333333333,9065.23333333333,25.5666666666667,3919.9,4494.93333333333,89.0235217016667,116.344827586207,56.8947368421053
1992,1,36,0.982101762874259,1.36398994950564,"1992-01-09",0.0989387184381485,5.94542837142944,"FMWT",1992-01-09,1992-02-14,1992-02-25,"No",1992,10440.9677419355,959.258064516129,11640.064516129,25,6432.03225806452,6413.38709677419,82.9930225432258,-5398.1935483871,1992-01-01,9259.35483870968,894.774193548387,10384.7741935484,25,3196.51612903226,7622.51612903226,85.53612267,105.135135135135,59.2586206896552
1992,2,25,3.33506393015385,3.79717229233085,"1992-02-04",0.16524538397789,11.6999607086182,"FMWT",1992-02-04,1992-02-14,1992-02-25,"No",1992,26061.3793103448,2090.75862068966,30479.1724137931,1043.1724137931,6123.37931034483,28758.8275862069,76.3848082896552,-3958.36206896552,1992-02-01,10440.9677419355,959.258064516129,11640.064516129,25,6432.03225806452,6413.38709677419,82.9930225432258,95.1666666666667,56.5970149253731
1992,3,28,0.414533064833709,0.566104779916342,"1992-03-17",0.0859730988740921,2.14269757270813,"FMWT",1992-03-17,1992-02-14,1992-02-25,"Yes",1992,20335.4838709677,1469.67741935484,22890.5483870968,264.967741935484,10481.1612903226,13282.6774193548,71.7984171445161,-8288.38709677419,1992-03-01,26061.3793103448,2090.75862068966,30479.1724137931,1043.1724137931,6123.37931034483,28758.8275862069,76.3848082896552,61.7755102040816,35.1830985915493
1992,4,3,0.347971975803375,0.274171482112896,"1992-04-13",0.189678996801376,0.664557933807373,"Bay Study",1992-04-13,1992-02-14,1992-02-25,"Yes",1992,9448.33333333333,1418.33333333333,11303.1,45.7666666666667,3164.66666666667,6258.43333333333,79.7878570163333,-2733.18107079208,1992-04-01,20335.4838709677,1469.67741935484,22890.5483870968,264.967741935484,10481.1612903226,13282.6774193548,71.7984171445161,68.3333333333333,36.3987139011119
1992,11,248,2.07552586576992,1.87362937720303,"1991-11-08",0.12158241122961,10.7656354904175,"FMWT",1991-11-08,1992-02-14,1992-02-25,"No",1991,6958.33333333333,1084,8387.26666666667,32.8333333333333,3197.1,3909.33333333333,89.5922926143333,-2853.45979394285,1991-11-01,9398.06451612903,788.483870967742,10360.3870967742,40,5381.93548387097,3909.09677419355,90.5544560006452,104.636363636364,59.3392857142857
1992,12,34,2.5127224106999,2.97580669052781,"1991-12-06",0.100381106138229,11.701904296875,"FMWT",1991-12-06,1992-02-14,1992-02-25,"No",1991,9259.35483870968,894.774193548387,10384.7741935484,25,3196.51612903226,7622.51612903226,85.53612267,-2821.03225806452,1991-12-01,6958.33333333333,1084,8387.26666666667,32.8333333333333,3197.1,3909.33333333333,89.5922926143333,133.555555555556,58.7931034482759
1993,1,12,3.5083463465174,2.11013275428669,"1993-01-08",0.277614384889603,5.79774808883667,"FMWT",1993-01-08,1992-12-13,1993-03-01,"Yes",1993,48261.2903225806,4120,64084.9032258065,8694.16129032258,11670.6774193548,57885.8709677419,70.6380760983871,-8014.1935483871,1993-01-01,12440.3225806452,981.516129032258,13836.3225806452,36.1290322580645,4095.41935483871,11602.7419354839,82.8461878083871,26.5135135135135,33.4107142857143
1993,2,11,0.354700123044577,0.500163125858996,"1993-02-08",0.103267028927803,1.48523926734924,"FMWT",1993-02-08,1992-12-13,1993-03-01,"Yes",1993,48596.4285714286,3035.35714285714,61109.9285714286,7181.10714285714,9331.42857142857,55021.6428571429,60.4088443817857,-6473.72621391966,1993-02-01,48261.2903225806,4120,64084.9032258065,8694.16129032258,11670.6774193548,57885.8709677419,70.6380760983871,25.6944444444444,21.046875
1993,3,26,0.187082221588263,0.202491647219951,"1993-03-10",0.0433354303240776,1.16366302967072,"FMWT",1993-03-10,1992-12-13,1993-03-01,"Yes",1993,49338.7096774194,2702.25806451613,67710.9032258065,13016.6129032258,6036.77419354839,63968.6129032258,58.3827172993548,-3668.1935483871,1993-03-01,48596.4285714286,3035.35714285714,61109.9285714286,7181.10714285714,9331.42857142857,55021.6428571429,60.4088443817857,66.1621621621622,25.7936507936508
1993,4,8,0.0816437914036214,0.0265253052832716,"1993-04-15",0.0591443218290806,0.140937581658363,"FMWT",1993-04-15,1992-12-13,1993-03-01,"Yes",1993,43213.3333333333,3420.66666666667,51317.9333333333,2583.76666666667,5757.36666666667,44295.9333333333,56.777360703,-3201.52333333333,1993-04-01,49338.7096774194,2702.25806451613,67710.9032258065,13016.6129032258,6036.77419354839,63968.6129032258,58.3827172993548,69.6756756756757,42.0343748223036
1993,11,51,0.703007116183346,0.910594305645708,"1992-11-06",0.114826761186123,6.51658630371094,"FMWT",1992-11-06,1992-12-13,1993-03-01,"No",1992,6380,955.666666666667,7592.96666666667,24.9333333333333,2476.56666666667,4125.83333333333,87.7091545706667,-2261.23333333333,1992-11-01,6645.16129032258,848.677419354839,7712.38709677419,29.5161290322581,1928.22580645161,4350.48387096774,89.1637005645161,96.8108108108108,56.0701754385965
1993,12,23,3.57469496454882,3.29376650476717,"1992-12-11",0.148702248930931,10.4345779418945,"FMWT",1992-12-11,1992-12-13,1993-03-01,"No",1992,12440.3225806452,981.516129032258,13836.3225806452,36.1290322580645,4095.41935483871,11602.7419354839,82.8461878083871,-3424.53870967742,1992-12-01,6380,955.666666666667,7592.96666666667,24.9333333333333,2476.56666666667,4125.83333333333,87.7091545706667,93.9166666666667,57.8103448275862
1994,1,91,4.41113400385602,3.06070092936875,"1994-01-11",0.108080394566059,9.73672294616699,"FMWT",1994-01-11,1993-12-13,1994-01-14,"Yes",1994,14190.3225806452,1772.90322580645,16317.4193548387,25,5910.93548387097,10787.1612903226,77.1572476141936,-3887.78001890768,1994-01-01,20341.935483871,1628.06451612903,22454.8064516129,25,10576.4193548387,12360.8387096774,78.4173534177419,109.055555555556,59.2780749389832
1994,2,116,2.83897296377811,1.9905721573222,"1994-02-10",0.0902919769287109,8.46724128723145,"FMWT",1994-02-10,1993-12-13,1994-01-14,"Yes",1994,20196.4285714286,1987.14285714286,22903.1785714286,224.321428571429,5918.89285714286,20557.0357142857,72.7093377921429,-3836.39391395735,1994-02-01,14190.3225806452,1772.90322580645,16317.4193548387,25,5910.93548387097,10787.1612903226,77.1572476141936,84.9444444444444,51.3388887418641
1994,3,87,0.738099456090352,0.557667763780476,"1994-03-08",0.0644109845161438,2.33190488815308,"FMWT",1994-03-08,1993-12-13,1994-01-14,"Yes",1994,13460.6451612903,2205.8064516129,16108.4516129032,19,4360.90322580645,10595.0967741935,72.7349561877419,-2462.93980697879,1994-03-01,20196.4285714286,1987.14285714286,22903.1785714286,224.321428571429,5918.89285714286,20557.0357142857,72.7093377921429,88.5675675675676,40.5663265160152
1994,4,77,0.36843309009617,0.677098135634219,"1994-04-05",0.0999002680182457,2.58079886436462,"Bay Study",1994-04-05,1993-12-13,1994-01-14,"Yes",1994,8435,1862.66666666667,10866.3666666667,35.7666666666667,2097.86666666667,8149.66666666667,78.225325137,-1449.90946879774,1994-04-01,13460.6451612903,2205.8064516129,16108.4516129032,19,4360.90322580645,10595.0967741935,72.7349561877419,70.1139239782019,38.9817627869478
1994,11,68,5.33574356127749,3.89367803606372,"1993-11-10",0.0816568657755852,10.4505939483643,"FMWT",1993-11-10,1993-12-13,1994-01-14,"No",1993,12093.3333333333,1759,14369.2666666667,24.7,7024.3,7380.6,84.136331686,-5333.24974378498,1993-11-01,13819.3548387097,3040.64516129032,17386.1935483871,20.0322580645161,10967.8709677419,5117.83870967742,84.722894636129,93.8648648648649,65.8418079776279
1994,12,117,5.23330896022992,4.18480013902989,"1993-12-09",0.227543264627457,12.4721794128418,"FMWT",1993-12-09,1993-12-13,1994-01-14,"No",1993,20341.935483871,1628.06451612903,22454.8064516129,25,10576.4193548387,12360.8387096774,78.4173534177419,-8463.91762945596,1993-12-01,12093.3333333333,1759,14369.2666666667,24.7,7024.3,7380.6,84.136331686,91.5135135135135,57.7861842069971
1995,1,39,5.16553902864838,3.11698960308774,"1995-01-06",0.0586655251681805,9.62669849395752,"FMWT",1995-01-06,1994-12-06,1995-03-05,"Yes",1995,62209.6774193548,4599.35483870968,112460.258064516,41438.5161290323,11766.5806451613,107487.483870968,68.8981722658065,-7492.90322580645,1995-01-01,16371.2903225806,1294.83870967742,18153.3548387097,24.6774193548387,7589.83870967742,9629.48387096774,82.0734662929032,39.4594594594595,20.6115942127031
1995,2,16,0.570432288572192,0.235654069865642,"1995-02-07",0.279606312513351,0.977702140808105,"FMWT",1995-02-07,1994-12-06,1995-03-05,"Yes",1995,58182.1428571429,6559.28571428571,82108.3928571429,15151.3214285714,8897.89285714286,72835.9642857143,53.8956289385714,-4271.60714285714,1995-02-01,62209.6774193548,4599.35483870968,112460.258064516,41438.5161290323,11766.5806451613,107487.483870968,68.8981722658065,53.275,26.1450000439584
1995,3,22,0.646302904595028,0.434165271263613,"1995-03-07",0.125447064638138,1.84819400310516,"FMWT",1995-03-07,1994-12-06,1995-03-05,"Yes",1995,71922.5806451613,14611.935483871,196793.870967742,101951.774193548,2985.1935483871,200644.903225806,50.8340776841935,5115.90322580645,1995-03-01,58182.1428571429,6559.28571428571,82108.3928571429,15151.3214285714,8897.89285714286,72835.9642857143,53.8956289385714,45.8974358974359,27.2818532316841
1995,4,13,0.263863090139169,0.259662841875397,"1995-04-03",0.0596231147646904,0.843988120555878,"Bay Study",1995-04-03,1994-12-06,1995-03-05,"Yes",1995,61436.6666666667,19933.3333333333,95321.3666666667,8980.63333333333,3603.83333333333,90836.9,47.679706957,6954.33333333333,1995-04-01,71922.5806451613,14611.935483871,196793.870967742,101951.774193548,2985.1935483871,200644.903225806,50.8340776841935,72.1538461538462,34.4159020440659
1995,11,5,6.23115295171738,4.59901963602429,"1994-11-09",0.36483496427536,12.7679414749146,"FMWT",1994-11-09,1994-12-06,1995-03-05,"No",1994,9488.66666666667,1287.66666666667,11097.7,25,6228.26666666667,5356.16666666667,87.462753513,-5004,1994-11-01,8255.16129032258,1369.54838709677,9883,24.2903225806452,5485.48387096774,3217.1935483871,88.3476925945161,108.891891891892,51.0930231736843
1995,12,12,6.44935391594966,4.37431081130164,"1994-12-07",0.127380564808846,13.4982566833496,"FMWT",1994-12-07,1994-12-06,1995-03-05,"Yes",1994,16371.2903225806,1294.83870967742,18153.3548387097,24.6774193548387,7589.83870967742,9629.48387096774,82.0734662929032,-6047.69500690682,1994-12-01,9488.66666666667,1287.66666666667,11097.7,25,6228.26666666667,5356.16666666667,87.462753513,95.7222222222222,50.4840762157729
