"WY","Month","Count_Sal","Sal_surf_mean","Sal_surf_sd","Date_median_sal","Sal_min","Sal_max","Survey_mostcommon_sal","Date_median","FirstFlush_firstDate","FirstFlush_medianDate","FirstFlushOccurred","Year","SAC","SJR","TOT","YOLO","EXPORTS","OUT","X2","mean_OMR","DateMonth","SAC_1","SJR_1","TOT_1","YOLO_1","EXPORTS_1","OUT_1","X2_1","Secchi_South","Secchi_West"
2004,12,49,3.67244284980151,4.31355499367509,"2003-12-04",0.0902919769287109,11.2757186889648,"FMWT",2003-12-04,2003-12-14,2004-02-21,"No",2003,27787.0967741935,1502.58064516129,31155.2258064516,1321.8064516129,8533.54838709677,23855.6451612903,76.3441935483871,-4570.19882560829,2003-12-01,12450,1647,14485.4333333333,42.7666666666667,8260.16666666667,6625.46666666667,84.31,73.7195119886864,50.908045859515
2005,1,230,0.94383289049501,0.938961115468486,"2005-01-27",0.119651257991791,4.85103845596313,"SKT",2005-01-27,2004-12-12,2005-02-13,"Yes",2005,33680.6451612903,4918.06451612903,43588.064516129,3520.61290322581,12152.6451612903,33624,69.5316129032258,-7846.23781125271,2005-01-01,17745.1612903226,1578.06451612903,20136.6451612903,271.032258064516,8144.16129032258,12451.1935483871,81.0432258064516,29.5633803215665,29.4285715436383
2005,2,402,0.893072993119261,0.840758118116778,"2005-02-24",0.129798576235771,6.95389986038208,"SKT",2005-02-24,2004-12-12,2005-02-13,"Yes",2005,24875,5303.21428571429,32783.4642857143,1140.53571428571,9033.14285714286,24932.9285714286,67.5128571428571,-4798.00561712256,2005-02-01,33680.6451612903,4918.06451612903,43588.064516129,3520.61290322581,12152.6451612903,33624,69.5316129032258,43.7218043571128,41.4244186691074
2005,3,190,0.394895086162969,0.352705940631337,"2005-03-07",0.0744681060314178,1.2327538728714,"SKT",2005-03-07,2004-12-12,2005-02-13,"Yes",2005,30367.7419354839,8064.83870967742,44084.9677419355,1999.54838709677,7052.1935483871,38557.9677419355,64.3935483870968,-1837.58677193995,2005-03-01,24875,5303.21428571429,32783.4642857143,1140.53571428571,9033.14285714286,24932.9285714286,67.5128571428571,54.0745340800433,46.2994923724741
2005,4,206,0.415221929333164,0.602176797960064,"2005-04-04",0.0816568657755852,8.73074436187744,"SKT",2005-04-04,2004-12-12,2005-02-13,"Yes",2005,22133.3333333333,10060.6666666667,36306.7666666667,1096.73333333333,6137.23333333333,29903.0333333333,62.2496666666667,-150.910801667551,2005-04-01,30367.7419354839,8064.83870967742,44084.9677419355,1999.54838709677,7052.1935483871,38557.9677419355,64.3935483870968,53.3447363872277,44.6161288742096
2005,11,35,1.39336319629635,1.85974031110746,"2004-11-08",0.098458006978035,8.56085872650146,"FMWT",2004-11-08,2004-12-12,2005-02-13,"No",2004,12250,1631.66666666667,14250.8666666667,25.2333333333333,8278.46666666667,6708.16666666667,80.6286666666667,-6707.79333824504,2004-11-01,12606.4516129032,1752.90322580645,14696.1935483871,115.967741935484,7337.58064516129,8517.38709677419,84.0406451612903,70.5494503260969,58.6822917299966
2005,12,32,3.50019470276311,3.38651973234174,"2004-12-02",0.106635913252831,9.54028987884521,"Bay Study",2004-12-02,2004-12-12,2005-02-13,"No",2004,17745.1612903226,1578.06451612903,20136.6451612903,271.032258064516,8144.16129032258,12451.1935483871,81.0432258064516,-4570.19882560829,2004-12-01,12250,1631.66666666667,14250.8666666667,25.2333333333333,8278.46666666667,6708.16666666667,80.6286666666667,64.6824322955028,59.666666625124
2006,1,217,0.219721937663682,0.201119748268021,"2006-01-31",0.0624958239495754,1.52907383441925,"SKT",2006-01-31,2005-12-05,2006-02-19,"Yes",2006,66151.6129032258,13171.2903225806,150834.032258065,65711.0967741935,7249.67741935484,145921.064516129,54.6561290322581,-7846.23781125271,2006-01-01,35458.064516129,3521.29032258065,51544,10546.6774193548,10886.9032258065,42829,78.7848387096774,51.7794115525835,27.4291338844327
2006,2,209,1.07774284401793,1.86336740087584,"2006-02-27",0.0414170548319817,6.86143112182617,"SKT",2006-02-27,2005-12-05,2006-02-19,"Yes",2006,48921.4285714286,6457.5,61520.75,3661.75,9421.78571428571,52129.1071428571,55.0807142857143,-4991.97443053769,2006-02-01,66151.6129032258,13171.2903225806,150834.032258065,65711.0967741935,7249.67741935484,145921.064516129,54.6561290322581,68.1249998842969,42.8294117373579
2006,3,73,0.152672510951349,0.082832381660866,"2006-03-16",0.0639321878552437,0.325595438480377,"SKT",2006-03-16,2005-12-05,2006-02-19,"Yes",2006,67412.9032258065,11704.8387096774,118329.161290323,35271.4193548387,6085,115393.322580645,52.7070967741935,551.392580645161,2006-03-01,48921.4285714286,6457.5,61520.75,3661.75,9421.78571428571,52129.1071428571,55.0807142857143,58.5403725871388,38.6570047468379
2006,4,79,0.320034495165831,0.0881413701965784,"2006-04-12",0.0510033220052719,0.353745341300964,"SKT",2006-04-12,2005-12-05,2006-02-19,"Yes",2006,77646.6666666667,27936.6666666667,181548.6,63938.1333333333,3554.83333333333,179437.633333333,45.9526666666667,12837,2006-04-01,67412.9032258065,11704.8387096774,118329.161290323,35271.4193548387,6085,115393.322580645,52.7070967741935,55.0454547572317,37.3195874506665
2006,11,8,4.90262708254158,3.62383736299507,"2005-11-02",0.140937581658363,9.41018199920654,"Bay Study",2005-11-02,2005-12-05,2006-02-19,"No",2005,13386.6666666667,2038.33333333333,16228.8333333333,63.2,9727.93333333333,5008.66666666667,86.392,-8316.33333333333,2005-11-01,14074.1935483871,2618.70967741935,17240.6129032258,163.064516129032,10925.2258064516,4467.1935483871,83.5470967741935,67.0052081501732,71.0298507966805
2006,12,37,2.95409552189144,3.14000760453628,"2005-12-05",0.135606899857521,9.28151226043701,"Bay Study",2005-12-05,2005-12-05,2006-02-19,"Yes",2005,35458.064516129,3521.29032258065,51544,10546.6774193548,10886.9032258065,42829,78.7848387096774,-8057.41935483871,2005-12-01,13386.6666666667,2038.33333333333,16228.8333333333,63.2,9727.93333333333,5008.66666666667,86.392,62.8531466430717,55.7021277295058
2007,1,270,2.4487108130146,2.90273243945197,"2007-01-22",0.0931728333234787,6.76907300949097,"SKT",2007-01-22,2006-12-31,2007-02-27,"Yes",2007,13822.5806451613,2587.09677419355,17030.6129032258,67.5161290322581,7891.96774193548,8242.70967741935,79.0074193548387,-5045.93548387097,2007-01-01,16951.6129032258,2354.1935483871,19973.7096774194,97.3225806451613,10833.2258064516,9019.35483870968,83.081935483871,85.7810220962023,47.8999998383224
2007,2,175,0.341870280929974,0.653907433792361,"2007-02-07",0.0965355709195137,4.42448663711548,"SKT",2007-02-07,2006-12-31,2007-02-27,"Yes",2007,22700,2533.57142857143,26707.3214285714,437.821428571429,6979.42857142857,21234.4285714286,75.175,-4075.96428571429,2007-02-01,13822.5806451613,2587.09677419355,17030.6129032258,67.5161290322581,7891.96774193548,8242.70967741935,79.0074193548387,75.0555557095342,54.109433933474
2007,3,159,0.43224208698895,0.630677454887891,"2007-03-20",0.0787806883454323,4.03189659118652,"SKT",2007-03-20,2006-12-31,2007-02-27,"Yes",2007,18322.5806451613,2554.83870967742,21945.8387096774,161.709677419355,7282.03225806452,14003.9677419355,71.4016129032258,-4585.96774193548,2007-03-01,22700,2533.57142857143,26707.3214285714,437.821428571429,6979.42857142857,21234.4285714286,75.175,68.2832368460694,47.8999999704686
2007,4,103,0.411658768080971,0.482690622476265,"2007-04-05",0.127380564808846,2.76565003395081,"SKT",2007-04-05,2006-12-31,2007-02-27,"Yes",2007,13631,2225.33333333333,16965.9666666667,453.566666666667,4878.5,11306.2333333333,75.173,-3618.43333333333,2007-04-01,18322.5806451613,2554.83870967742,21945.8387096774,161.709677419355,7282.03225806452,14003.9677419355,71.4016129032258,60.1428567709717,37.010416670392
2007,11,4,5.63109913468361,3.17379512832286,"2006-11-14",1.61644423007965,9.38164520263672,"FMWT",2006-11-14,2006-12-31,2007-02-27,"No",2006,12146.6666666667,2538,15370.8333333333,57.8,9631.8,5230.6,86.091,-7113.66666666667,2006-11-01,11721.6129032258,3850.64516129032,16134.2903225806,149.096774193548,10595.1935483871,3987.54838709677,83.6422580645161,78.1270715775411,71.3197971854718
2007,12,2,8.14511013031006,0.165479991196565,"2006-12-13",8.02809810638428,8.26212215423584,"FMWT",2006-12-13,2006-12-31,2007-02-27,"No",2006,16951.6129032258,2354.1935483871,19973.7096774194,97.3225806451613,10833.2258064516,9019.35483870968,83.081935483871,-8007.41935483871,2006-12-01,12146.6666666667,2538,15370.8333333333,57.8,9631.8,5230.6,86.091,82.5886527156154,79.6174698691052
2008,1,134,0.283041429942224,0.587917048217856,"2008-01-08",0.0653685927391052,4.30355787277222,"SKT",2008-01-08,2008-01-07,2008-02-05,"Yes",2008,22480.6451612903,2319.35483870968,26831.1935483871,1451,6132.45161290323,24560.064516129,74.8977419354839,-3702.27419354839,2008-01-01,12121.2903225806,1502.58064516129,14015.6129032258,90.9032258064516,6728.22580645161,7185.58064516129,85.7477419354839,35.6587300804399,32.4107744759984
2008,2,37,0.14679559078571,0.0577006903791593,"2008-02-04",0.0802186504006386,0.419004946947098,"SKT",2008-02-04,2008-01-07,2008-02-05,"Yes",2008,26306.8965517241,2369.31034482759,30604.275862069,1269.27586206897,7035.27586206897,24128.1724137931,68.3144827586207,-4226.20689655172,2008-02-01,22480.6451612903,2319.35483870968,26831.1935483871,1451,6132.45161290323,24560.064516129,74.8977419354839,35.9428570270538,18.5568182021379
2008,3,67,0.381463992729116,0.443665035716215,"2008-03-10",0.127864077687263,1.94448566436768,"SKT",2008-03-10,2008-01-07,2008-02-05,"Yes",2008,13703.2258064516,2115.48387096774,17015.0322580645,596.516129032258,3591.83870967742,12220.1935483871,71.2751612903226,-1937.03548387097,2008-03-01,26306.8965517241,2369.31034482759,30604.275862069,1269.27586206897,7035.27586206897,24128.1724137931,68.3144827586207,55.0057800236465,27.636363575314
2008,4,49,0.249212362328354,0.364884712136914,"2008-04-22",0.130282327532768,2.735347032547,"SKT",2008-04-22,2008-01-07,2008-02-05,"Yes",2008,10192.3333333333,2408.66666666667,13760.7333333333,499.8,2430.93333333333,9540,76.517,-1151.13033333333,2008-04-01,13703.2258064516,2115.48387096774,17015.0322580645,596.516129032258,3591.83870967742,12220.1935483871,71.2751612903226,65.2509650420038,33.2949999964237
2008,11,8,3.7681135982275,4.79495405381065,"2007-11-15",0.681238353252411,12.1810369491577,"Bay Study",2007-11-15,2008-01-07,2008-02-05,"No",2007,10005,1710.66666666667,12009.2666666667,56.5,6639.03333333333,4290.9,87.8693333333333,-5033.4,2007-11-01,10541.935483871,1569.67741935484,12510.1612903226,123.903225806452,7600.32258064516,3683,88.4532258064516,88.4044942534372,58.9480518613543
2008,12,28,2.55886131099292,2.66597030952304,"2007-12-12",0.428154289722443,8.44777488708496,"Bay Study",2007-12-12,2008-01-07,2008-02-05,"No",2007,12121.2903225806,1502.58064516129,14015.6129032258,90.9032258064516,6728.22580645161,7185.58064516129,85.7477419354839,-5078.7064516129,2007-12-01,10005,1710.66666666667,12009.2666666667,56.5,6639.03333333333,4290.9,87.8693333333333,89.078431559544,53.6995073230983
2009,1,584,1.44154875654064,2.72814825645019,"2009-01-14",0.219159737229347,9.39432716369629,"SKT",2009-01-14,2009-02-19,2009-03-01,"No",2009,9142.58064516129,1104.96774193548,10669.4838709677,64.7741935483871,4592.32258064516,6306.09677419355,83.5541935483871,-3389.25806451613,2009-01-01,8873.22580645161,1128.06451612903,10335.2580645161,85.7096774193548,2841.87096774194,7113.41935483871,85.2135483870968,90.8292683857243,60.6000001109376
2009,2,61,2.99615383856609,2.07898880924807,"2009-02-13",0.248311296105385,6.04040336608887,"SKT",2009-02-13,2009-02-19,2009-03-01,"No",2009,20469.2857142857,1427.5,23574,919.857142857143,4026.17857142857,22752.6428571429,76.8767857142857,-2531.83535714286,2009-02-01,9142.58064516129,1104.96774193548,10669.4838709677,64.7741935483871,4592.32258064516,6306.09677419355,83.5541935483871,83.4491017185999,52.129707104242
2009,3,70,0.111293330895049,0.271048111501456,"2009-03-18",0.0221936237066984,1.53730225563049,"SKT",2009-03-18,2009-02-19,2009-03-01,"Yes",2009,22619.3548387097,1422.25806451613,26181.1290322581,868.064516129032,5885.54838709677,19926.8709677419,69.0841935483871,-4313.58064516129,2009-03-01,20469.2857142857,1427.5,23574,919.857142857143,4026.17857142857,22752.6428571429,76.8767857142857,61.7127657995579,31.8909775247251
2009,4,31,0.210215027774534,0.0402087266184753,"2009-04-15",0.1336699873209,0.238906517624855,"SKT",2009-04-15,2009-02-19,2009-03-01,"Yes",2009,13603.3333333333,1516,16308.3666666667,402.366666666667,2826.33333333333,12039.7666666667,74.4533333333333,-2030.99,2009-04-01,22619.3548387097,1422.25806451613,26181.1290322581,868.064516129032,5885.54838709677,19926.8709677419,69.0841935483871,61.5355803497722,35.1868132520945
2009,11,12,2.04096527397633,3.29937873041027,"2008-11-07",0.201941817998886,9.01457500457764,"FMWT",2008-11-07,2009-02-19,2009-03-01,"No",2008,9739.66666666667,1140,11225.3666666667,61.3333333333333,5183.56666666667,5817.73333333333,87.2073333333333,-4062.53333333333,2008-11-01,7767.41935483871,1234.70967741935,9337.45161290323,179.451612903226,4585.16129032258,3186.09677419355,89.6870967741935,109.547058945544,65.9999998793715
2009,12,4,3.2079783976078,1.1463777586959,"2008-12-16",1.61424219608307,4.34798526763916,"FMWT",2008-12-16,2009-02-19,2009-03-01,"No",2008,8873.22580645161,1128.06451612903,10335.2580645161,85.7096774193548,2841.87096774194,7113.41935483871,85.2135483870968,-1725.14886715275,2008-12-01,9739.66666666667,1140,11225.3666666667,61.3333333333333,5183.56666666667,5817.73333333333,87.2073333333333,111.053030205495,62.5404040054841
2010,1,316,0.87211498563897,1.90538612677402,"2010-01-27",0.0816568657755852,11.5018720626831,"SKT",2010-01-27,2010-01-21,2010-02-10,"Yes",2010,26808.7096774194,1955.16129032258,31649.6451612903,2229.32258064516,5727.22580645161,26955,78.7348387096774,-3570.46451612903,2010-01-01,10611.935483871,1318.70967741935,12432.8387096774,107.387096774194,5638.48387096774,6370.77419354839,84.3287096774194,82.8716218241969,46.1813186873774
2010,2,57,1.0095830838147,0.599319791443648,"2010-02-11",0.101823873817921,1.42892909049988,"SKT",2010-02-11,2010-01-21,2010-02-10,"Yes",2010,28992.8571428571,2425.71428571429,35295.2142857143,3098.10714285714,6983.39285714286,29982.1428571429,65.8410714285714,-4315.71428571429,2010-02-01,26808.7096774194,1955.16129032258,31649.6451612903,2229.32258064516,5727.22580645161,26955,78.7348387096774,50.3293412381303,27.1336634234332
2010,3,84,0.236720327110518,0.138805923390515,"2010-03-10",0.10952527821064,1.03429234027863,"SKT",2010-03-10,2010-01-21,2010-02-10,"Yes",2010,19745.1612903226,2934.1935483871,24223.4193548387,616.41935483871,7180.48387096774,17121.4838709677,67.7325806451613,-4216.09677419355,2010-03-01,28992.8571428571,2425.71428571429,35295.2142857143,3098.10714285714,6983.39285714286,29982.1428571429,65.8410714285714,59.4068626223826,36.0080970841863
2010,4,189,0.265334784353852,0.0661138939202657,"2010-04-22",0.113380342721939,0.965981841087341,"SKT",2010-04-22,2010-01-21,2010-02-10,"Yes",2010,18833.3333333333,4277,25396.5,911.233333333333,1558.46666666667,24604.4666666667,69.941,1382.68066666667,2010-04-01,19745.1612903226,2934.1935483871,24223.4193548387,616.41935483871,7180.48387096774,17121.4838709677,67.7325806451613,71.7392995742508,42.8834080669377
2010,11,4,2.75399935245514,2.15902100294915,"2009-11-10",1.45569944381714,5.95516347885132,"FMWT",2009-11-10,2010-01-21,2010-02-10,"No",2009,9007.66666666667,1393.66666666667,10840.4,71.9,4597.1,4654.4,86.2153333333333,-2635.06666666667,2009-11-01,9780.96774193548,1844.51612903226,12371.1612903226,134.967741935484,6222.64516129032,6365.03225806452,85.6767741935484,112.120218673039,60.8080807641299
2010,12,11,7.53314124454151,2.15902677920198,"2009-12-07",2.39126563072205,11.2047348022461,"FMWT",2009-12-07,2010-01-21,2010-02-10,"No",2009,10611.935483871,1318.70967741935,12432.8387096774,107.387096774194,5638.48387096774,6370.77419354839,84.3287096774194,-3923.48387096774,2009-12-01,9007.66666666667,1393.66666666667,10840.4,71.9,4597.1,4654.4,86.2153333333333,97.7564100730113,59.287804892005
2011,1,180,0.28410137804846,0.253616836842482,"2011-01-12",0.0720729678869247,1.9584287405014,"SKT",2011-01-12,2010-12-09,2011-03-03,"Yes",2011,34964.5161290323,11793.5483870968,50590.3225806452,1214.77419354839,10768.5806451613,39475.7741935484,60.4809677419355,-4481.96774193548,2011-01-01,45700,6942.25806451613,57520.5161290323,1330.61290322581,11030.7096774194,48138.064516129,71.9216129032258,54.1273884765661,47.8105261771302
2011,2,130,0.782505169625466,0.48906333280368,"2011-02-10",0.101823873817921,1.45897960662842,"SKT",2011-02-10,2010-12-09,2011-03-03,"Yes",2011,24575,8698.92857142857,35694.25,806.071428571429,9008,28251,65.5821428571429,-4082.21428571429,2011-02-01,34964.5161290323,11793.5483870968,50590.3225806452,1214.77419354839,10768.5806451613,39475.7741935484,60.4809677419355,61.6746987319854,50.7242989250433
2011,3,58,0.426910954366984,0.292429821740999,"2011-03-10",0.0572290979325771,0.819711625576019,"SKT",2011-03-10,2010-12-09,2011-03-03,"Yes",2011,57983.8709677419,13637.0967741935,108579.903225806,29023.064516129,6434.25806451613,104134.741935484,58.8467741935484,253.645161290323,2011-03-01,24575,8698.92857142857,35694.25,806.071428571429,9008,28251,65.5821428571429,56.9500000013245,44.3389829748263
2011,4,65,0.276257966229549,0.0916614858240163,"2011-04-06",0.0581867210566998,0.325093805789948,"SKT",2011-04-06,2010-12-09,2011-03-03,"Yes",2011,53733.3333333333,26383.3333333333,93121.3666666667,7530.06666666667,6231.1,85043.3333333333,50.79,7657,2011-04-01,57983.8709677419,13637.0967741935,108579.903225806,29023.064516129,6434.25806451613,104134.741935484,58.8467741935484,65.9648440121673,57.5806451926034
2011,11,2,2.08020633459091,1.11192565955344,"2010-11-01",1.29395616054535,2.86645650863647,"Bay Study",2010-11-01,2010-12-09,2011-03-03,"No",2010,13043.3333333333,1901.66666666667,15859.5,57.2,9249.1,7020.86666666667,84.0536666666667,-6633.64552327624,2010-11-01,12005.1612903226,2390.32258064516,15730.2903225806,179.129032258065,9410.83870967742,5473.25806451613,85.2561290322581,102.643243104703,79.4512819913717
2011,12,25,3.38878138244152,3.00268828471621,"2010-12-06",0.0715939924120903,9.26124477386475,"FMWT",2010-12-06,2010-12-09,2011-03-03,"No",2010,45700,6942.25806451613,57520.5161290323,1330.61290322581,11030.7096774194,48138.064516129,71.9216129032258,-4570.19882560829,2010-12-01,13043.3333333333,1901.66666666667,15859.5,57.2,9249.1,7020.86666666667,84.0536666666667,74.3881578319951,58.5721649109703
2012,1,325,3.18975358875898,3.36731464905414,"2012-01-19",0.103267028927803,9.69282627105713,"SKT",2012-01-19,2012-01-25,2012-04-02,"No",2012,15003.2258064516,1821.29032258065,17424.3225806452,158.806451612903,6125.09677419355,11417.3870967742,81.2361290322581,-4850.96774193548,2012-01-01,14480.6451612903,1816.45161290323,16802.2903225806,84.9677419354839,9452.45161290323,5372.70967741936,81.1893548387097,110.367231441756,61.2792207304533
2012,2,302,1.52023404269226,1.72344972863283,"2012-02-15",0.0816568657755852,15.6783142089844,"SKT",2012-02-15,2012-01-25,2012-04-02,"Yes",2012,13227.5862068966,1584.48275862069,15301.7931034483,97.1724137931034,3923.37931034483,10796.8620689655,75.7979310344828,-2799.68965517241,2012-02-01,15003.2258064516,1821.29032258065,17424.3225806452,158.806451612903,6125.09677419355,11417.3870967742,81.2361290322581,99.3372089488562,40.6275862241613
2012,3,347,0.524059346627433,1.06052111833533,"2012-03-08",0.0931728333234787,7.42780208587646,"SKT",2012-03-08,2012-01-25,2012-04-02,"Yes",2012,19610.6451612903,1615.48387096774,22490.1612903226,255.387096774194,3543.29032258065,20114.4193548387,74.4212903225806,-2415.8064516129,2012-03-01,13227.5862068966,1584.48275862069,15301.7931034483,97.1724137931034,3923.37931034483,10796.8620689655,75.7979310344828,85.3383084921101,36.6306816942312
2012,4,212,0.573534918843575,0.530646380263361,"2012-04-05",0.0596231147646904,1.8037828207016,"SKT",2012-04-05,2012-01-25,2012-04-02,"Yes",2012,25670,2499,29820.0666666667,218.5,2312.9,27781.9333333333,67.2523333333333,-1904.33333333333,2012-04-01,19610.6451612903,1615.48387096774,22490.1612903226,255.387096774194,3543.29032258065,20114.4193548387,74.4212903225806,59.9374999737038,38.1005917674691
2012,11,54,3.73736487384196,3.01242669792791,"2011-11-16",0.174027159810066,8.9514274597168,"FMWT",2011-11-16,2012-01-25,2012-04-02,"No",2011,12710,2755.33333333333,16371.8333333333,65.9,7222.3,8269.4,79.4883333333333,-5112.76666666667,2011-11-01,17654.8387096774,5027.09677419355,23968.935483871,125.032258064516,10812.1290322581,12077.2903225806,74.0151612903226,99.8716578330586,52.2346938094314
2012,12,218,1.63998112137165,2.67996694502538,"2011-12-12",0.0994194746017456,16.9107837677002,"FMWT",2011-12-12,2012-01-25,2012-04-02,"No",2011,14480.6451612903,1816.45161290323,16802.2903225806,84.9677419354839,9452.45161290323,5372.70967741936,81.1893548387097,-7651.61290322581,2011-12-01,12710,2755.33333333333,16371.8333333333,65.9,7222.3,8269.4,79.4883333333333,109.259493494336,55.790209816886
2013,1,108,0.543222417641017,0.536135819497805,"2013-01-09",0.0907720252871513,2.3573317527771,"SKT",2013-01-09,2012-12-02,2012-12-22,"Yes",2013,23719.3548387097,1838.70967741935,26837.4193548387,663.161290322581,4588.83870967742,22289.4516129032,65.0038709677419,-2571.47806451613,2013-01-01,45996.7741935484,1960.64516129032,53097.1290322581,3703.45161290323,7270.32258064516,48250.8709677419,70.7209677419355,63.6666668716562,35.2139737707559
2013,2,132,0.851781701781985,0.854859464480418,"2013-02-06",0.107117362320423,2.44506597518921,"SKT",2013-02-06,2012-12-02,2012-12-22,"Yes",2013,15878.5714285714,2230.35714285714,18659.9642857143,99.9285714285714,4563.10714285714,13428.8214285714,70.3421428571429,-2591.39392857143,2013-02-01,23719.3548387097,1838.70967741935,26837.4193548387,663.161290322581,4588.83870967742,22289.4516129032,65.0038709677419,95.7683612801934,40.4999998866343
2013,3,83,1.05558774485646,1.35842460719375,"2013-03-06",0.118203401565552,3.81444621086121,"SKT",2013-03-06,2012-12-02,2012-12-22,"Yes",2013,13435.4838709677,1509.67741935484,15867.3870967742,404.516129032258,5284.35483870968,9626.90322580645,75.3277419354839,-4001.54838709677,2013-03-01,15878.5714285714,2230.35714285714,18659.9642857143,99.9285714285714,4563.10714285714,13428.8214285714,70.3421428571429,100.178770711968,39.7649572967974
2013,4,28,0.234972498246602,0.146060662460631,"2013-04-04",0.113380342721939,0.645300924777985,"SKT",2013-04-04,2012-12-02,2012-12-22,"Yes",2013,12397.6666666667,2162,15587.7333333333,418.3,1893.33333333333,12865.7,74.721,-549.743333333333,2013-04-01,13435.4838709677,1509.67741935484,15867.3870967742,404.516129032258,5284.35483870968,9626.90322580645,75.3277419354839,67.2640845020052,34.8009049973337
2013,11,30,1.13364638239145,0.658279019900035,"2012-11-01",0.172074243426323,2.43259930610657,"Bay Study",2012-11-01,2012-12-02,2012-12-22,"No",2012,11910.3333333333,1294.66666666667,13586.7666666667,59.1,7153.86666666667,6291.7,85.3273333333333,-5550.7,2012-11-01,11451.6129032258,1789.29032258065,13731.4516129032,206.41935483871,7882.67741935484,4476.90322580645,86.1574193548387,118.40718556307,72.0735294374765
2013,12,20,1.46982475779951,1.27939056062303,"2012-12-06",0.0970161184668541,4.42211294174194,"FMWT",2012-12-06,2012-12-02,2012-12-22,"Yes",2012,45996.7741935484,1960.64516129032,53097.1290322581,3703.45161290323,7270.32258064516,48250.8709677419,70.7209677419355,-5041.73032258065,2012-12-01,11910.3333333333,1294.66666666667,13586.7666666667,59.1,7153.86666666667,6291.7,85.3273333333333,72.9802631807366,30.9875000173226
2014,1,151,4.95714942721144,2.45151536120794,"2014-01-16",0.109043605625629,13.0211725234985,"SKT",2014-01-16,2014-03-08,2014-03-08,"No",2014,6329.03225806452,789.096774193548,7540.48387096774,198.709677419355,1613.29032258065,4780.41935483871,85.3906451612903,-1401.64838709677,2014-01-01,8204.83870967742,935.387096774194,9463.06451612903,93.1290322580645,2802.96774193548,4951.1935483871,84.4312903225807,134.350282636739,62.3594469200082
2014,2,65,2.05676530943467,1.32851558011932,"2014-02-13",0.0960550606250763,4.82712411880493,"SKT",2014-02-13,2014-03-08,2014-03-08,"No",2014,10736.7857142857,821.892857142857,12226.1785714286,133.214285714286,2651.42857142857,11061.0357142857,80.6957142857143,-2077.98571428571,2014-02-01,6329.03225806452,789.096774193548,7540.48387096774,198.709677419355,1613.29032258065,4780.41935483871,85.3906451612903,102.347222439117,52.5645932329899
2014,3,91,0.290571745689754,0.158226828615495,"2014-03-12",0.0994194746017456,0.97237366437912,"SKT",2014-03-12,2014-03-08,2014-03-08,"Yes",2014,14774.8387096774,847.193548387097,16261.9032258065,133.387096774194,4383.74193548387,12723.1290322581,76.6645161290323,-3646.96774193548,2014-03-01,10736.7857142857,821.892857142857,12226.1785714286,133.214285714286,2651.42857142857,11061.0357142857,80.6957142857143,82.9841270490929,35.754237289651
2014,4,36,0.420696829135219,0.975638246290317,"2014-04-08",0.101342909038067,6.07087135314941,"SKT",2014-04-08,2014-03-08,2014-03-08,"Yes",2014,9636.66666666667,1778.73333333333,12175.1666666667,235.666666666667,3966.66666666667,7912.73333333333,79.3373333333333,-3464.36666666667,2014-04-01,14774.8387096774,847.193548387097,16261.9032258065,133.387096774194,4383.74193548387,12723.1290322581,76.6645161290323,76.6813186450756,33.9495797795909
2014,11,10,3.66892910599709,4.22988699097076,"2013-11-06",0.277614384889603,11.5212774276733,"Bay Study",2013-11-06,2014-03-08,2014-03-08,"No",2013,8783.33333333333,1087.13333333333,10213.4666666667,99.2,3876.6,5567.96666666667,85.6806666666667,-2926.65,2013-11-01,7974.83870967742,1439.38709677419,9815.51612903226,165.451612903226,3702.87096774194,4273.51612903226,85.9312903225807,131.464480790936,63.2690356394966
2014,12,23,6.76484097734742,4.73956245123287,"2013-12-03",0.326097100973129,11.9126644134521,"Bay Study",2013-12-03,2014-03-08,2014-03-08,"No",2013,8204.83870967742,935.387096774194,9463.06451612903,93.1290322580645,2802.96774193548,4951.1935483871,84.4312903225807,-2084.54838709677,2013-12-01,8783.33333333333,1087.13333333333,10213.4666666667,99.2,3876.6,5567.96666666667,85.6806666666667,126.808139480824,50.661764588134
2015,1,19,0.85980517181911,0.850753741981406,"2015-01-14",0.101342909038067,2.74277758598328,"SKT",2015-01-14,2014-12-07,2014-12-24,"Yes",2015,10733.2258064516,884.41935483871,12495.2580645161,407.193548387097,5236.74193548387,6051.35483870968,75.3077419354839,-4155.29032258064,2015-01-01,33066.1290322581,1212.32258064516,37566.6129032258,2666.38709677419,6492.54838709677,33506.935483871,74.1841935483871,123.445714284352,33.7924527489352
2015,2,70,1.26286908462644,1.62606267978526,"2015-02-11",0.109043605625629,4.15573787689209,"SKT",2015-02-11,2014-12-07,2014-12-24,"Yes",2015,17869.2857142857,912.071428571429,20847.25,1051.21428571429,5027.78571428571,16257.5357142857,76.5492857142857,-4042.82142857143,2015-02-01,10733.2258064516,884.41935483871,12495.2580645161,407.193548387097,5236.74193548387,6051.35483870968,75.3077419354839,93.4252872686276,35.4782609700581
2015,3,5,0.516766026616096,0.757035353276229,"2015-03-11",0.165732830762863,1.87042760848999,"SKT",2015-03-11,2014-12-07,2014-12-24,"Yes",2015,7972.90322580645,638.483870967742,10313.6774193548,382.354838709677,3204.16129032258,5988.74193548387,79.6877419354839,-2618.58950605466,2015-03-01,17869.2857142857,912.071428571429,20847.25,1051.21428571429,5027.78571428571,16257.5357142857,76.5492857142857,88.8468899202119,33.714893599774
